Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Kitaura Ryuji,24,1,3,0,0,0,109,25.0,24,2,18,13,0,0,1,14,12,4.32,4.76,4.34,1.48,84,113,114,-0.44,1.8%,16.5%,11.9%,4.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kuroyanagi Kyosuke,14,1,1,1,0,0,66,15.0,11,2,16,8,0,1,0,5,5,3.00,5.00,3.59,1.27,121,119,94,-2.00,3.0%,24.2%,12.1%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Matsumoto Ryodai,22,1,3,1,0,0,110,25.1,25,3,23,13,0,0,3,12,8,2.84,4.86,3.89,1.50,127,116,102,-2.02,2.7%,20.9%,11.8%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Matsuura Keito,5,0,0,0,0,0,28,5.0,8,1,5,5,0,0,1,4,4,7.20,7.20,4.80,2.60,50,172,126,0.00,3.6%,17.9%,17.9%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Menez Conner,1,0,0,0,0,0,6,1.0,3,0,1,0,0,0,1,2,2,18.00,1.60,3.13,3.00,20,38,82,16.40,0.0%,16.7%,0.0%,16.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Miyanishi Naoki,7,1,0,1,0,0,25,6.1,3,0,9,2,0,0,0,1,1,1.42,1.70,2.00,0.79,255,41,52,-0.28,0.0%,36.0%,8.0%,28.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Mochizuki Daiki,23,1,1,1,0,0,96,24.0,20,2,24,5,1,0,0,9,7,2.63,3.30,2.82,1.04,138,79,74,-0.67,2.1%,25.0%,5.2%,19.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Nabatame Tsubasa,9,1,0,0,0,0,120,29.0,31,4,17,6,0,2,0,14,14,4.34,5.04,3.88,1.28,83,120,102,-0.70,3.3%,14.2%,5.0%,9.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Nemoto Haruka,10,2,4,0,0,0,190,48.1,30,6,54,13,0,1,2,14,12,2.23,3.84,2.64,0.89,162,92,69,-1.61,3.2%,28.4%,6.8%,21.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Nishimura Takahiro,15,0,0,1,0,0,58,14.1,11,2,15,5,1,0,0,4,4,2.51,4.36,3.08,1.12,144,104,81,-1.85,3.4%,25.9%,8.6%,17.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Ponce Cody,7,1,2,0,0,0,85,21.0,19,1,17,5,0,0,0,10,9,3.86,3.31,3.39,1.14,94,79,89,0.55,1.2%,20.0%,5.9%,14.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Rodriguez Bryan,24,2,2,2,0,0,99,22.2,20,2,13,7,0,1,1,16,11,4.37,4.65,4.19,1.19,83,111,110,-0.28,2.0%,13.1%,7.1%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Saitoh Shinji,23,0,2,0,0,0,185,38.0,36,3,29,36,0,3,3,29,20,4.74,6.17,5.18,1.89,76,147,136,-1.43,1.6%,15.7%,19.5%,-3.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Sugiura Toshihiro,7,3,3,0,0,0,158,40.1,27,1,29,10,0,1,3,14,11,2.45,3.30,3.60,0.92,148,79,94,-0.85,0.6%,18.4%,6.3%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Suzuki Kenya,18,1,0,1,0,0,79,22.0,5,0,22,7,0,1,0,1,1,0.41,2.69,2.90,0.55,883,64,76,-2.28,0.0%,27.8%,8.9%,18.9%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Takayama Yuki,22,0,2,0,0,0,125,23.0,44,4,17,17,0,0,2,31,27,10.57,6.60,4.80,2.65,34,157,126,3.97,3.2%,13.6%,13.6%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tamai Taisho,4,2,0,0,0,0,17,5.0,1,0,3,0,0,0,0,0,0,0.00,2.40,3.04,0.20,999,57,80,-2.40,0.0%,17.6%,0.0%,17.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tanaka Eito,18,4,8,0,0,0,330,77.0,75,7,51,26,0,2,1,40,38,4.44,4.54,4.04,1.31,82,108,106,-0.10,2.1%,15.5%,7.9%,7.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tanigawa Masaki,23,1,1,2,0,0,102,24.2,13,1,30,11,0,1,3,11,8,2.92,3.15,2.94,0.97,124,75,77,-0.23,1.0%,29.4%,10.8%,18.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tateno Kazuaki,10,1,4,0,0,0,167,35.2,54,5,26,8,0,1,1,22,19,4.79,4.72,3.72,1.74,76,113,97,0.07,3.0%,15.6%,4.8%,10.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tatsu Kota,13,0,4,0,0,0,123,27.1,20,2,25,25,0,0,1,20,19,6.26,5.46,4.80,1.65,58,130,126,0.80,1.6%,20.3%,20.3%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Uehara Kenta,6,0,0,0,1,0,63,18.0,9,0,12,2,0,0,0,0,0,0.00,2.60,3.21,0.61,999,62,84,-2.60,0.0%,19.0%,3.2%,15.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Uwasawa Naoyuki,2,0,0,0,0,0,27,8.0,2,0,12,2,0,0,0,1,1,1.13,1.35,1.10,0.50,320,32,29,-0.22,0.0%,44.4%,7.4%,37.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Yanagawa Taisei,3,0,0,0,0,0,14,3.0,2,0,2,3,0,0,0,1,1,3.00,5.26,5.51,1.67,121,125,144,-2.26,0.0%,14.3%,21.4%,-7.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
